Operon_1	IMGVR_UViG_2512564074_000004|2512564074|2512571865|2172747-2228723_16
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_49
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_50
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_51
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_52
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_53
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_54
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_55
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_56
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_57
Operon_1638	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_58
Operon_1639	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_59
Operon_1640	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_64
Operon_1641	IMGVR_UViG_2833159525_000002|2833159525|2833159527|691599-748619_88
Operon_1642	IMGVR_UViG_2835541450_000001|2835541450|2835542029_1
Operon_1642	IMGVR_UViG_2835541450_000001|2835541450|2835542029_2
Operon_1642	IMGVR_UViG_2835541450_000001|2835541450|2835542029_3
Operon_1643	IMGVR_UViG_2835541450_000001|2835541450|2835542029_4
Operon_1643	IMGVR_UViG_2835541450_000001|2835541450|2835542029_5
Operon_1643	IMGVR_UViG_2835541450_000001|2835541450|2835542029_6
Operon_1644	IMGVR_UViG_2835541450_000001|2835541450|2835542029_7
Operon_1645	IMGVR_UViG_2835541450_000001|2835541450|2835542029_8
Operon_1646	IMGVR_UViG_2835541450_000001|2835541450|2835542029_9
Operon_1646	IMGVR_UViG_2835541450_000001|2835541450|2835542029_10
Operon_1647	IMGVR_UViG_2835541450_000001|2835541450|2835542029_11
Operon_1647	IMGVR_UViG_2835541450_000001|2835541450|2835542029_12
Operon_1648	IMGVR_UViG_2835541450_000001|2835541450|2835542029_13
Operon_1649	IMGVR_UViG_2835541450_000001|2835541450|2835542029_14
Operon_1650	IMGVR_UViG_2835541450_000001|2835541450|2835542029_15
Operon_1650	IMGVR_UViG_2835541450_000001|2835541450|2835542029_16
Operon_1651	IMGVR_UViG_2835541450_000001|2835541450|2835542029_17
Operon_1652	IMGVR_UViG_2835541450_000001|2835541450|2835542029_18
Operon_1652	IMGVR_UViG_2835541450_000001|2835541450|2835542029_19
Operon_1652	IMGVR_UViG_2835541450_000001|2835541450|2835542029_20
Operon_1653	IMGVR_UViG_2835541450_000001|2835541450|2835542029_21
Operon_1654	IMGVR_UViG_2835541450_000001|2835541450|2835542029_23
Operon_1655	IMGVR_UViG_2835541450_000001|2835541450|2835542029_47
Operon_1656	IMGVR_UViG_2835541450_000001|2835541450|2835542029_67
Operon_1657	IMGVR_UViG_2835541450_000001|2835541450|2835542029_84
Operon_1658	IMGVR_UViG_2835541450_000001|2835541450|2835542029_85
Operon_1659	IMGVR_UViG_2835541450_000001|2835541450|2835542029_86
Operon_1660	IMGVR_UViG_2835541450_000001|2835541450|2835542029_22
Operon_1661	IMGVR_UViG_2835541450_000001|2835541450|2835542029_24
Operon_1661	IMGVR_UViG_2835541450_000001|2835541450|2835542029_25
Operon_1661	IMGVR_UViG_2835541450_000001|2835541450|2835542029_26
Operon_1661	IMGVR_UViG_2835541450_000001|2835541450|2835542029_27
Operon_1661	IMGVR_UViG_2835541450_000001|2835541450|2835542029_28
Operon_1662	IMGVR_UViG_2835541450_000001|2835541450|2835542029_29
Operon_1662	IMGVR_UViG_2835541450_000001|2835541450|2835542029_30
Operon_1662	IMGVR_UViG_2835541450_000001|2835541450|2835542029_31
Operon_1662	IMGVR_UViG_2835541450_000001|2835541450|2835542029_32
Operon_1662	IMGVR_UViG_2835541450_000001|2835541450|2835542029_33
Operon_1662	IMGVR_UViG_2835541450_000001|2835541450|2835542029_34
Operon_1663	IMGVR_UViG_2835541450_000001|2835541450|2835542029_35
Operon_1663	IMGVR_UViG_2835541450_000001|2835541450|2835542029_36
Operon_1663	IMGVR_UViG_2835541450_000001|2835541450|2835542029_37
Operon_1664	IMGVR_UViG_2835541450_000001|2835541450|2835542029_38
Operon_1664	IMGVR_UViG_2835541450_000001|2835541450|2835542029_39
Operon_1665	IMGVR_UViG_2835541450_000001|2835541450|2835542029_40
Operon_1665	IMGVR_UViG_2835541450_000001|2835541450|2835542029_41
Operon_1665	IMGVR_UViG_2835541450_000001|2835541450|2835542029_42
Operon_1665	IMGVR_UViG_2835541450_000001|2835541450|2835542029_43
Operon_1665	IMGVR_UViG_2835541450_000001|2835541450|2835542029_44
Operon_1665	IMGVR_UViG_2835541450_000001|2835541450|2835542029_45
Operon_1666	IMGVR_UViG_2835541450_000001|2835541450|2835542029_46
Operon_1667	IMGVR_UViG_2835541450_000001|2835541450|2835542029_48
Operon_1668	IMGVR_UViG_2835541450_000001|2835541450|2835542029_49
Operon_1668	IMGVR_UViG_2835541450_000001|2835541450|2835542029_50
Operon_1668	IMGVR_UViG_2835541450_000001|2835541450|2835542029_51
Operon_1669	IMGVR_UViG_2835541450_000001|2835541450|2835542029_52
Operon_1670	IMGVR_UViG_2835541450_000001|2835541450|2835542029_53
Operon_1670	IMGVR_UViG_2835541450_000001|2835541450|2835542029_54
Operon_1671	IMGVR_UViG_2835541450_000001|2835541450|2835542029_55
Operon_1672	IMGVR_UViG_2835541450_000001|2835541450|2835542029_56
Operon_1672	IMGVR_UViG_2835541450_000001|2835541450|2835542029_57
Operon_1672	IMGVR_UViG_2835541450_000001|2835541450|2835542029_58
Operon_1673	IMGVR_UViG_2835541450_000001|2835541450|2835542029_59
Operon_1674	IMGVR_UViG_2835541450_000001|2835541450|2835542029_60
Operon_1675	IMGVR_UViG_2835541450_000001|2835541450|2835542029_61
Operon_1676	IMGVR_UViG_2835541450_000001|2835541450|2835542029_62
Operon_1676	IMGVR_UViG_2835541450_000001|2835541450|2835542029_63
Operon_1676	IMGVR_UViG_2835541450_000001|2835541450|2835542029_64
Operon_1677	IMGVR_UViG_2835541450_000001|2835541450|2835542029_65
Operon_1677	IMGVR_UViG_2835541450_000001|2835541450|2835542029_66
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_68
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_69
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_70
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_71
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_72
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_73
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_74
Operon_1678	IMGVR_UViG_2835541450_000001|2835541450|2835542029_75
Operon_1679	IMGVR_UViG_2835541450_000001|2835541450|2835542029_76
Operon_1679	IMGVR_UViG_2835541450_000001|2835541450|2835542029_77
Operon_1679	IMGVR_UViG_2835541450_000001|2835541450|2835542029_78
Operon_1679	IMGVR_UViG_2835541450_000001|2835541450|2835542029_79
Operon_1679	IMGVR_UViG_2835541450_000001|2835541450|2835542029_80
Operon_1679	IMGVR_UViG_2835541450_000001|2835541450|2835542029_81
Operon_1680	IMGVR_UViG_2835541450_000001|2835541450|2835542029_82
Operon_1680	IMGVR_UViG_2835541450_000001|2835541450|2835542029_83
Operon_1681	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_1
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_22
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_23
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_24
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_25
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_26
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_27
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_28
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_29
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_30
Operon_1682	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_31
Operon_1683	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_32
Operon_1683	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_33
Operon_1683	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_34
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_38
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_39
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_40
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_41
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_42
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_43
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_44
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_45
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_46
Operon_1684	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_47
Operon_1685	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_48
Operon_1686	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_49
Operon_1686	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_50
Operon_1686	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_51
Operon_1687	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_52
Operon_1687	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_53
Operon_1688	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_54
Operon_1688	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_55
Operon_1689	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_56
Operon_1690	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_2
Operon_1690	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_3
Operon_1690	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_4
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_5
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_6
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_7
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_8
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_9
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_10
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_11
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_12
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_13
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_14
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_15
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_16
Operon_1691	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_17
Operon_1692	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_18
Operon_1692	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_19
Operon_1692	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_20
Operon_1693	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_21
Operon_1694	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_35
Operon_1694	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_36
Operon_1694	IMGVR_UViG_2839600416_000001|2839600416|2839600472|69183-101299_37
Operon_1695	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_5
Operon_1695	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_6
Operon_1695	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_7
Operon_1695	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_8
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_9
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_10
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_11
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_12
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_13
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_14
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_15
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_16
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_17
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_18
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_19
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_20
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_21
Operon_1696	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_22
Operon_1697	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_23
Operon_1697	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_24
Operon_1697	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_25
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_26
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_27
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_28
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_29
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_30
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_31
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_32
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_33
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_34
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_35
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_36
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_37
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_38
Operon_1698	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_39
Operon_1699	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_40
Operon_1699	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_41
Operon_1699	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_42
Operon_1699	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_43
Operon_1699	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_44
Operon_1700	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_45
Operon_1700	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_46
Operon_1700	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_47
Operon_1700	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_48
Operon_1701	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_49
Operon_1702	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_50
Operon_1703	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_51
Operon_1704	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_54
Operon_1704	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_55
Operon_1704	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_56
Operon_1704	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_57
Operon_1705	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_59
Operon_1705	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_60
Operon_1705	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_61
Operon_1705	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_62
Operon_1706	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_63
Operon_1707	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_64
Operon_1707	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_65
Operon_1707	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_66
Operon_1707	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_67
Operon_1708	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_68
Operon_1708	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_69
Operon_1709	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_70
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_72
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_73
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_74
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_75
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_76
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_77
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_78
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_79
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_80
Operon_1710	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_81
Operon_1711	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_84
Operon_1712	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_88
Operon_1713	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_1
Operon_1713	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_2
Operon_1713	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_3
Operon_1714	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_4
Operon_1715	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_52
Operon_1715	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_53
Operon_1716	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_58
Operon_1717	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_71
Operon_1718	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_82
Operon_1718	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_83
Operon_1719	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_85
Operon_1719	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_86
Operon_1719	IMGVR_UViG_2844640215_000002|2844640215|2844640215|3296815-3351589_87
Operon_1720	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_4
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_6
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_7
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_8
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_9
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_10
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_11
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_12
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_13
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_14
Operon_1721	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_15
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_19
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_20
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_21
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_22
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_23
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_24
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_25
Operon_1722	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_26
Operon_1723	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_27
Operon_1723	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_28
Operon_1723	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_29
Operon_1724	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_30
Operon_1725	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_31
Operon_1726	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_32
Operon_1726	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_33
Operon_1726	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_34
Operon_1726	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_35
Operon_1726	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_36
Operon_1726	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_37
Operon_1726	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_38
Operon_1727	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_39
Operon_1727	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_40
Operon_1727	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_41
Operon_1728	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_1
Operon_1728	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_2
Operon_1728	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_3
Operon_1729	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_5
Operon_1730	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_16
Operon_1731	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_17
Operon_1731	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_18
Operon_1732	IMGVR_UViG_2846644128_000004|2846644128|2846644128|1256978-1289706_42
Operon_1733	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_26
Operon_1733	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_27
Operon_1734	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_28
Operon_1735	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_39
Operon_1736	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_41
Operon_1736	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_42
Operon_1736	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_43
Operon_1737	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_1
Operon_1737	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_2
Operon_1737	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_3
Operon_1738	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_4
Operon_1738	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_5
Operon_1738	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_6
Operon_1739	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_7
Operon_1739	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_8
Operon_1739	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_9
Operon_1739	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_10
Operon_1739	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_11
Operon_1739	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_12
Operon_1740	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_13
Operon_1741	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_14
Operon_1741	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_15
Operon_1741	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_16
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_17
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_18
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_19
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_20
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_21
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_22
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_23
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_24
Operon_1742	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_25
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_29
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_30
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_31
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_32
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_33
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_34
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_35
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_36
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_37
Operon_1743	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_38
Operon_1744	IMGVR_UViG_2848799844_000002|2848799844|2848799844|522618-554196_40
Operon_1745	IMGVR_UViG_2850319276_000003|2850319276|2850319314|96161-142039_1
Operon_1745	IMGVR_UViG_2850319276_000003|2850319276|2850319314|96161-142039_2
